許可番号,法人・団体名,施設名,業種,許可申請年月日,許可開始年月日,許可満了年月日,条件
115791-04,米田水産株式会社,エフ･マーケット瀬田大江店　鮮魚,魚介類販売業,2022/08/05,2022/08/23,2029/06/30,
115792-01,,Ｃａｆｅ　Ｍａｎｉ,飲食店営業,2022/08/05,2022/08/17,2028/10/31,
115792-11,,Ｃａｆｅ　Ｍａｎｉ,菓子製造業,2022/08/05,2022/08/17,2028/10/31,申請のあった取扱品目の製造に限る
115793-01,,九州酒場　榮樂,飲食店営業,2022/08/05,2022/09/05,2029/02/28,
115795-01,,ｍａｒｓ,飲食店営業,2022/08/05,2022/08/17,2029/02/28,
115796-01,,ぼーる,飲食店営業,2022/08/05,2022/08/23,2029/02/28,
115797-01,株式会社スタッフプラス,スタッフプラス,飲食店営業,2022/08/08,2022/09/01,2028/02/29,簡単な調理加工行為に限る巡回移動営業に限る申請のあった営業場所に限る申請のあった取扱品目に限る加熱調理食品の提供に限る
115800-01,,ＥＺＹＣＡＦＥ（京都１０２る１０００）,飲食店営業,2022/08/09,2022/08/17,2029/02/28,自動車による営業に限る申請のあった取扱品目に限る
115801-01,,ｉｋｏｉ（滋賀４８４え１１１８）,飲食店営業,2022/08/12,2022/08/17,2029/02/28,自動車による営業に限る申請のあった取扱品目に限る
115802-03,株式会社丸富,肉の丸富　瀬田店,食肉販売業,2022/08/12,2022/08/23,2029/06/30,とさつ・解体は行わないこと
115803-01,,Ｌａｕｇｈｔａｌｅ,飲食店営業,2022/08/15,2022/08/23,2029/06/30,
115804-01,株式会社Ｆａｃｉｏ,エフ・マーケット瀬田大江店,飲食店営業,2022/08/17,2022/08/23,2029/06/30,
115806-01,タリーズコーヒージャパン株式会社,タリーズコーヒー滋賀医大病院店,飲食店営業,2022/08/18,2022/08/26,2029/06/30,
115807-01,,旬菜料理　アルモンデ,飲食店営業,2022/08/23,2022/09/07,2029/06/30,
115808-01,,Ｃａｆｅ　Ｃｈｅｒｉｓｈ（滋賀４８０て１６００）,飲食店営業,2022/08/25,2022/08/29,2029/02/28,自動車による営業に限る申請のあった取扱品目に限る
115810-01,,大や,飲食店営業,2022/08/26,2022/09/09,2029/02/28,
115811-01,株式会社ラクエドラゴン,カフェ　バグース,飲食店営業,2022/08/26,2022/09/05,2029/10/31,
115812-01,,ＴＡＫＥ　ＯＵＴ　ＫＩＴＣＨＥＮ　４２２　ＡＤＲＩＡ,飲食店営業,2022/08/29,2022/09/29,2029/06/30,
115814-01,,ｋｙｏｔｏ　ケバブ屋　ＭＯＴＯ－３（京都１００そ６１６３）,飲食店営業,2022/08/29,2022/08/31,2029/02/28,自動車による営業に限る
115815-01,,Ｃａｆｅ　Ｏｎｃｅ（滋賀４８３た８６８６）,飲食店営業,2022/08/31,2022/09/02,2029/02/28,自動車による営業に限る
115816-01,,ＢＯＡＴ　ＨＯＵＳＥ　Ｂｉｇ　Ｂａｎｇ,飲食店営業,2022/08/31,2022/09/06,2028/10/31,簡易な営業に限る
115817-01,株式会社ＮＥＸＴ　ＣＯＮＶＩＣＴＩＯＮ,ＮＥＸＴ　ＫＩＴＣＨＥＮ（京都８００そ２６９３）,飲食店営業,2022/09/05,2022/09/07,2029/02/28,自動車による営業に限る申請のあった取扱品目に限る
115818-01,,橙（京都４８０ふ１２７９）,飲食店営業,2022/09/06,2022/09/08,2029/02/28,自動車による営業に限る
115821-01,,Ｈｅａｒｔｂｅａｔ　ＬＯＵＮＧＥ,飲食店営業,2022/09/07,2022/09/29,2029/06/30,
115822-01,株式会社美十,京ばあむワゴン（京都８００そ２６１５）,飲食店営業,2022/09/07,2022/09/09,2029/02/28,自動車による営業に限る
115823-01,株式会社ＨＵＴＩ,輪,飲食店営業,2022/09/08,2022/09/15,2029/02/28,
115824-01,,Ｂｌｙｔｈｅ,飲食店営業,2022/09/08,2022/09/21,2029/02/28,簡易な営業に限る
115825-01,合同会社大善,中華そば　かむら,飲食店営業,2022/09/08,2022/09/20,2029/02/28,
115826-01,ベストアンサー株式会社,グランマ号（滋賀８００す７４３０）,飲食店営業,2022/09/09,2022/09/13,2029/02/28,自動車による営業に限る申請のあった取扱品目に限る簡易な調理に限る加熱調理食品の提供に限る
115827-01,,ＣＡＲＮＩＶＡＬ　ＬＯＣＫ,飲食店営業,2022/09/12,2022/09/14,2028/02/29,巡回移動営業に限る申請のあった営業場所に限る申請のあった取扱品目に限る加熱調理食品の提供に限る簡単な調理加工行為に限る
115828-01,,Ｄｒｉｎｋ　Ｃａｆｅ　Ａｎｄｙ（滋賀４８３か１８２５）,飲食店営業,2022/09/12,2022/09/14,2028/02/29,自動車による営業に限る申請のあった取扱品目に限る
115829-01,,ビストロキッチン井家（滋賀５８１ひ３０２８）,飲食店営業,2022/09/13,2022/09/15,2028/02/29,自動車による営業に限る申請のあった取扱品目に限る
115830-01,,酒と肴　食堂たま屋,飲食店営業,2022/09/14,2022/09/27,2029/06/30,
115832-01,,呑み処　有里,飲食店営業,2022/09/15,2022/09/21,2028/10/31,
115833-01,株式会社京彩宴,株式会社京彩宴　比叡山中・高学生食堂,飲食店営業,2022/09/15,2022/10/01,2029/10/31,
115833-11,株式会社京彩宴,株式会社京彩宴　比叡山中・高学生食堂,菓子製造業,2022/09/15,2022/10/01,2029/10/31,申請のあった取扱品目の製造に限る
115834-01,株式会社京彩宴,株式会社京彩宴　坂本山家寮,飲食店営業,2022/09/15,2022/10/01,2028/10/31,
115835-01,,ピッツェリア　イデンティタ,飲食店営業,2022/09/15,2022/09/28,2028/10/31,
115837-01,,鶏笑　大津南郷店,飲食店営業,2022/09/16,2022/10/03,2029/06/30,
115837-25,,鶏笑　大津南郷店,そうざい製造業,2022/09/16,2022/10/03,2029/06/30,申請のあった取扱品目の製造に限る
115838-01,合同会社キッカケッコ,キッカケッコ　膳所ときめき坂店,飲食店営業,2022/09/16,2022/09/27,2030/02/28,
115842-01,,ｇｕｎｎｉｉ,飲食店営業,2022/09/20,2022/09/26,2029/02/28,
115842-11,,ｇｕｎｎｉｉ,菓子製造業,2022/09/20,2022/09/26,2029/02/28,申請のあった取扱品目の製造に限る
115843-01,株式会社よつ葉ホームデリバリー京滋,よつ葉のおいしいもん,飲食店営業,2022/09/20,2022/09/22,2028/02/29,簡単な調理加工行為に限る巡回移動営業に限る申請のあった営業場所に限る申請のあった取扱品目に限る加熱調理食品の提供に限る
115844-01,株式会社Ｉｎｎｏｖａｔｉｏｎ　Ｐｌａｎｎｉｎｇ,麺や　鴨一,飲食店営業,2022/09/20,2022/09/28,2030/06/30,
115845-11,株式会社ドリーブ,Ｐａｉｎ　Ｐｒｕｎｅｌｌｅ,菓子製造業,2022/09/20,2022/10/19,2029/06/30,申請のあった取扱品目の製造に限る
115848-01,,花琵,飲食店営業,2022/09/21,2022/09/30,2029/02/28,
115849-01,,Ｄｏｊｉ,飲食店営業,2022/09/21,2022/10/21,2028/10/31,
115850-01,,ＨＯＬＯ　ＨＯＬＯ　ＫＩＴＣＨＥＮ（神戸８０６に・・・８）,飲食店営業,2022/09/21,2022/10/05,2029/02/28,自動車による営業に限る
115851-01,,ミニストップ大津大萱店,飲食店営業,2022/09/22,2022/10/03,2030/06/30,
115852-01,,Ｂａｒ　ＮＡＮＤＩ,飲食店営業,2022/09/22,2022/10/03,2029/02/28,
115853-01,株式会社松栄防水,焼肉ビボ,飲食店営業,2022/09/22,2022/10/12,2030/06/30,
115853-03,株式会社松栄防水,焼肉ビボ,食肉販売業,2022/09/22,2022/10/12,2030/06/30,とさつ・解体は行わないこと
115854-01,,鳥鳥　大津店,飲食店営業,2022/09/26,2022/11/14,2029/02/28,
115855-01,医療法人藤樹会,ぎんいろキッチン,飲食店営業,2022/09/26,2022/10/07,2029/02/28,
115855-11,医療法人藤樹会,ぎんいろキッチン,菓子製造業,2026/05/13,2026/06/19,2033/02/28,申請のあった取扱品目の製造に限る。
115858-01,株式会社デリス,ｓｗｅｅｔｓ　ｃａｆｅ　四季折々,飲食店営業,2022/09/28,2022/10/27,2029/06/30,
115858-11,株式会社デリス,ｓｗｅｅｔｓ　ｃａｆｅ　四季折々,菓子製造業,2022/09/28,2022/10/27,2029/06/30,申請のあった取扱品目の製造に限る
115859-01,株式会社ドミノ・ピザジャパン,ドミノ・ピザ大津堅田店,飲食店営業,2022/09/28,2022/10/06,2028/10/31,
115860-01,株式会社Ｆｒｏｎｔｌｉｎｅ,フロントライン（岡山８３０す８４５９）,飲食店営業,2022/09/29,2022/10/03,2029/02/28,自動車による営業に限る
115861-03,,民宿　山宗　（精肉部）,食肉販売業,2022/09/29,2022/10/07,2028/10/31,獣畜のとさつ・解体をしないこと
115862-01,,ｒｏｏｍ,飲食店営業,2022/09/30,2022/10/12,2029/06/30,簡易な営業に限る
115863-01,,ｃｏｌｏｒ’ｓ,飲食店営業,2022/10/03,2022/10/21,2029/02/28,
115873-01,,ｉｍｏａｎ　ｃａｆｅ　４１（滋賀４８３ち・・４１）,飲食店営業,2022/10/04,2022/10/06,2029/02/28,自動車による営業に限る申請のあった取扱品目に限る
115879-01,,Ｍ．Ｍ．Ｐ（和泉８００す８４６３）,飲食店営業,2022/10/04,2022/10/06,2028/02/29,自動車による営業に限る申請のあった取扱品目に限る
115881-01,,みんなの広場　敦賀屋,飲食店営業,2022/10/05,2022/10/18,2029/02/28,
115884-01,,ＫＵＲＯＮＯＬＵＣＫ,飲食店営業,2022/10/06,2022/10/14,2028/10/31,
115884-11,,ＫＵＲＯＮＯＬＵＣＫ,菓子製造業,2022/10/06,2022/10/14,2028/10/31,申請のあった取扱品目の製造に限る
115885-11,,Ｕｌｙｓｓｅｓ．Ｇａｒｄｅｎ（ユリシス．ガーデン）,菓子製造業,2022/10/06,2022/10/21,2029/06/30,申請のあった取扱品目の製造に限る
115886-01,株式会社ＦＵＳＥ　ｆｉｅｌｄ,ＦＵＳＥ,飲食店営業,2022/10/07,2022/12/02,2029/02/28,
115886-11,株式会社ＦＵＳＥ　ｆｉｅｌｄ,ＦＵＳＥ,菓子製造業,2022/10/07,2022/12/02,2029/02/28,申請のあった取扱品目の製造に限る
115887-01,株式会社エスワイフード,世界の山ちゃん　３号車（名古屋８００ぬ８８４８）,飲食店営業,2022/10/07,2022/10/12,2029/02/28,自動車による営業に限る申請のあった取扱品目に限る
115888-01,,ローゼン,飲食店営業,2022/10/11,2022/11/15,2029/06/30,
115891-01,,Ｈａｐｐｙ　Ｊａｍ,飲食店営業,2022/10/11,2022/10/25,2029/02/28,
115892-01,,Ｌｏｕｎｇｅ　ＣＨＩＣＫ,飲食店営業,2022/10/13,2022/10/18,2029/02/28,
115893-01,,ＴＡＫＥＹＡＮ　ＣＡＦＥ（京都４８０つ３１８４）,飲食店営業,2022/10/14,2022/10/18,2028/02/29,自動車による営業に限る申請のあった取扱品目に限る
115894-01,,ＰＯＰコーポレーション（滋賀８００さ９６２１）,飲食店営業,2022/10/17,2022/10/19,2029/02/28,自動車による営業に限る申請のあった取扱品目に限る
115895-01,,せせり串まる　大津店,飲食店営業,2022/10/17,2022/11/01,2029/02/28,
115896-01,,Ｌｉｂｅｒｔｙ　Ｗｉｎ,飲食店営業,2022/10/18,2022/10/26,2029/02/28,簡易な営業に限る
115899-01,ＫａｎＯｎ　Ｓｗｅｅｔｓ株式会社,ＣａＦｅ　ＫａｎＯｎ,飲食店営業,2022/10/20,2022/11/21,2029/02/28,簡易な営業に限る
115900-01,,Ｌｏｕｎｇｅ　月の奇跡,飲食店営業,2022/10/20,2022/11/02,2029/06/30,
115901-11,,菓子工房　ｎ,菓子製造業,2022/10/21,2022/10/27,2028/10/31,申請のあった取扱品目の製造に限る
115902-01,,喜久屋（京都４８０と８８７５）,飲食店営業,2022/10/21,2022/10/25,2028/02/29,自動車による営業に限る申請のあった取扱品目に限る
115903-01,,アリーキッチン（和泉１００せ５００８）,飲食店営業,2022/10/26,2022/10/28,2029/02/28,自動車による営業に限る
115904-01,,ふぁみろく（京都１３０つ・７１５）,飲食店営業,2022/10/26,2022/10/28,2028/02/29,自動車による営業に限る
115906-01,,ゆうあん,飲食店営業,2022/10/26,2022/11/07,2029/02/28,
115906-11,,ゆうあん,菓子製造業,2022/10/26,2022/11/07,2029/02/28,申請のあった取扱品目の製造に限る
115907-01,,Ｋ’ｓ　Ｋｉｔｃｈｅｎ．ｃｏｍ（大阪８００そ６２５９）,飲食店営業,2022/10/27,2022/10/31,2029/02/28,自動車による営業に限る
115910-01,株式会社やまもと笑店,近江牛酒場　熱男　瀬田店,飲食店営業,2022/10/31,2022/11/07,2029/06/30,
115913-01,,スイーツラボ　アンヌプリ,飲食店営業,2022/11/01,2022/11/04,2028/02/29,巡回移動営業に限る申請のあった営業場所に限る申請のあった取扱品目に限る加熱調理食品の提供に限る簡単な調理加工行為に限る
115916-01,,ｍｅｎｕ　ｄｉ　ｏｇｇｉ？,飲食店営業,2022/11/02,2022/11/17,2029/02/28,
115917-01,株式会社プライムサンズ,ＡＲＫ　ＣＯＦＦＥＥ（滋賀４８３う８７５５）,飲食店営業,2022/11/02,2022/11/07,2029/02/28,自動車による営業に限る申請のあった取扱品目に限る
115918-01,,イチゴハウスフルーミング（滋賀４８０て６０２０）,飲食店営業,2022/11/04,2022/11/08,2028/02/29,自動車による営業に限る
115920-01,,ＢＥＮＴＯ＆ＳＯＵＺＡＩ　つめるコメル,飲食店営業,2022/11/04,2022/11/24,2029/10/31,
115921-01,,セブン－イレブン　大津木下町店,飲食店営業,2022/11/04,2022/11/24,2030/06/30,
115922-01,,ｎａｍｕ／ｎａｍｕ（滋賀４００て・９２７）,飲食店営業,2022/11/07,2022/11/09,2028/02/29,自動車による営業に限る
115923-01,合同会社福龍,中華料理　吉勝,飲食店営業,2022/11/07,2022/11/15,2029/10/31,
115925-01,,音楽酒場　もう愛はトゥモロウへ,飲食店営業,2022/11/09,2022/11/16,2029/02/28,
115926-01,株式会社メルカート,メルカート（岐阜８００せ９０７１）,飲食店営業,2022/11/09,2022/11/11,2029/02/28,自動車による営業に限る
115927-01,,中華茶房　富冨,飲食店営業,2022/11/09,2022/11/14,2029/06/30,
115932-01,,台湾茶坊　東方美人,飲食店営業,2022/11/14,2022/11/25,2029/02/28,
115935-01,,ローソン大津本堅田四丁目店,飲食店営業,2022/11/16,2022/11/25,2030/10/31,
115939-01,株式会社Ｗ．Ｆ,ザモンドクラブ,飲食店営業,2022/11/22,2022/12/02,2029/06/30,
115940-01,,おうちカフェ,飲食店営業,2022/11/22,2022/11/25,2028/02/29,巡回移動営業に限る申請のあった営業場所に限る申請のあった取扱品目に限る加熱調理食品の提供に限る簡単な調理加工行為に限る
115941-01,株式会社塩梅,特別養護老人ホーム　松の浦湯治の郷,飲食店営業,2022/11/24,2022/11/29,2030/10/31,
115942-01,,ネクストジェネレーション（鈴鹿１００さ２１３３）,飲食店営業,2022/11/25,2022/11/29,2029/02/28,自動車による営業に限る申請のあった取扱品目に限る
115943-01,株式会社フリオ,ＥＮ,飲食店営業,2022/11/25,2022/12/07,2028/02/29,臨時的営業に限る申請のあった取扱品目に限る加熱調理食品の提供に限る
115945-11,,Ｆｅｌｉｃｉｔｅ,菓子製造業,2022/11/28,2022/12/21,2029/02/28,申請のあった取扱品目の製造に限る
115946-01,,Ｈａｍａ,飲食店営業,2022/11/29,2022/12/19,2030/10/31,
115947-01,株式会社Ｆａｃｉｏ,エフ・マーケット瀬田大江店　鮮魚,飲食店営業,2022/11/29,2022/12/07,2029/06/30,
115947-04,株式会社Ｆａｃｉｏ,エフ・マーケット瀬田大江店　鮮魚,魚介類販売業,2022/11/29,2022/12/07,2029/06/30,
115951-01,株式会社カーメルカンパニー,カーメルビーチクラブ,飲食店営業,2022/12/02,2022/12/12,2029/10/31,簡易な営業に限る
115952-01,,ＰＡＲＡＤＩＳＥ,飲食店営業,2022/12/02,2022/12/09,2029/02/28,
115953-01,,ローソン大津打出浜店,飲食店営業,2022/12/05,2022/12/07,2029/02/28,
115954-01,,多国籍鉄板屋台　ＭＯＮＫＡＺＩ（滋賀１００す４３９２）,飲食店営業,2022/12/05,2022/12/07,2028/02/29,自動車による営業に限る申請のあった取扱品目に限る
115956-01,,ミケとマメ,飲食店営業,2022/12/05,2022/12/12,2029/10/31,
115958-01,株式会社ＮＯＷＬＩＶＥ,エールカステラ,飲食店営業,2022/12/06,2022/12/08,2028/02/29,巡回移動営業に限る申請のあった営業場所に限る申請のあった取扱品目に限る加熱調理食品の提供に限る簡単な調理加工行為に限る
115959-01,株式会社近江庭園,近江綴園,飲食店営業,2022/12/07,2022/12/26,2029/10/31,簡易な営業に限る
